@relation allinone

@attribute 'Time (Hour)' numeric
@attribute virulence numeric
@attribute 'patient precondition' numeric
@attribute 'Viral Load' numeric
@attribute 'Inflamatory (M1) Alveolar Macrophages' numeric
@attribute IL6 numeric
@attribute 'Active Adaptive Immune System' numeric
@attribute 'Immunosupressed (M2) Alveolar macrophages' numeric
@attribute 'Resting Alveolar Macrophages' numeric
@attribute 'Delayed IL6' numeric
@attribute 'Un-Infected Lung Tissue' numeric
@attribute 'Infected Lung Tissue' numeric
@attribute 'Destroyed Lung Tissue' numeric
@attribute 'Interferon Strength' numeric
@attribute PAMPs numeric
@attribute 'Resting Adaptive Immune System' numeric
@attribute TcellInterferon numeric

@data
456,2,1,0.51576,53.1748,5.31757,688.939,63.4434,4896.38,5.31809,1872.37,1.39734,3.8872,73220.4,721.824,-1175.71,49.1451
457,2,1,0.501539,53.1742,5.3175,689.333,63.497,4896.33,5.31799,1886.26,1.36891,3.80843,73223.2,718.318,-1179.55,49.3426
458,2,1,0.487723,53.1737,5.31744,689.706,63.5505,4896.28,5.3179,1900.19,1.34105,3.7312,73226,714.827,-1183.37,49.5385
459,2,1,0.474301,53.1733,5.31739,690.058,63.6041,4896.22,5.3178,1914.16,1.31374,3.65549,73228.6,711.35,-1187.17,49.7328
460,2,1,0.461261,53.1729,5.31734,690.39,63.6577,4896.17,5.31772,1928.16,1.28697,3.58126,73231.3,707.888,-1190.95,49.9255
461,2,1,0.448593,53.1726,5.3173,690.702,63.7112,4896.12,5.31764,1942.2,1.26075,3.50849,73233.9,704.441,-1194.71,50.1167
462,2,1,0.436285,53.1724,5.31727,690.995,63.7648,4896.06,5.31757,1956.28,1.23505,3.43717,73236.4,701.009,-1198.46,50.3062
463,2,1,0.424329,53.1723,5.31725,691.267,63.8184,4896.01,5.3175,1970.4,1.20987,3.36726,73238.8,697.591,-1202.19,50.4941
464,2,1,0.412713,53.1723,5.31723,691.52,63.872,4895.96,5.31744,1984.55,1.1852,3.29874,73241.3,694.188,-1205.9,50.6805
465,2,1,0.401429,53.1723,5.31723,691.753,63.9255,4895.9,5.31739,1998.74,1.16104,3.2316,73243.6,690.799,-1209.59,50.8652
466,2,1,0.390465,53.1725,5.31723,691.968,63.9791,4895.85,5.31734,2012.97,1.13736,3.1658,73246,687.426,-1213.26,51.0483
467,2,1,0.379815,53.1727,5.31724,692.163,64.0327,4895.79,5.3173,2027.23,1.11417,3.10132,73248.2,684.067,-1216.92,51.2298
468,2,1,0.369467,53.173,5.31727,692.34,64.0863,4895.74,5.31727,2041.53,1.09145,3.03814,73250.5,680.722,-1220.55,51.4096
469,2,1,0.359415,53.1734,5.3173,692.498,64.1399,4895.69,5.31725,2055.87,1.0692,2.97624,73252.6,677.393,-1224.17,51.5879
470,2,1,0.349649,53.174,5.31733,692.637,64.1935,4895.63,5.31723,2070.24,1.04741,2.91559,73254.8,674.077,-1227.77,51.7645
471,2,1,0.340161,53.1746,5.31738,692.758,64.2471,4895.58,5.31723,2084.65,1.02606,2.85618,73256.9,670.777,-1231.36,51.9395
472,2,1,0.330943,53.1753,5.31744,692.861,64.3006,4895.52,5.31723,2099.09,1.00516,2.79797,73258.9,667.491,-1234.93,52.1128
473,2,1,0.321987,53.1761,5.31751,692.946,64.3542,4895.47,5.31724,2113.57,0.984683,2.74096,73260.9,664.22,-1238.47,52.2846
474,2,1,0.313286,53.177,5.31759,693.014,64.4078,4895.42,5.31727,2128.08,0.964635,2.68511,73262.9,660.963,-1242.01,52.4547
475,2,1,0.304832,53.178,5.31767,693.063,64.4614,4895.36,5.3173,2142.62,0.945003,2.6304,73264.8,657.721,-1245.52,52.6231
476,2,1,0.296619,53.1791,5.31777,693.096,64.515,4895.31,5.31733,2157.21,0.925779,2.57682,73266.7,654.493,-1249.02,52.79
477,2,1,0.288639,53.1803,5.31788,693.111,64.5686,4895.25,5.31738,2171.82,0.906955,2.52435,73268.6,651.28,-1252.5,52.9552
478,2,1,0.280886,53.1816,5.318,693.109,64.6222,4895.2,5.31744,2186.47,0.888524,2.47296,73270.4,648.082,-1255.96,53.1187
479,2,1,0.273353,53.183,5.31812,693.09,64.6758,4895.14,5.31751,2201.16,0.870479,2.42263,73272.2,644.897,-1259.41,53.2807
480,2,1,0.266033,53.1845,5.31826,693.054,64.7294,4895.09,5.31759,2215.88,0.852812,2.37334,73273.9,641.727,-1262.84,53.4409
0,2,2,1,3,3,10,10,5000,0,15000,0,0,0.8,0,1,0
1,2,2,0.99849,1.5,0.84,9.95,11.5,5000,0.24,15005,12,0,0.8,0.2,1,0.01
2,2,2,1.02117,1.38217,0.288,9.90028,11.6178,5000,0.288,15010.3,17.9859,6,24.8,0.398698,0.99997,0.01985
3,2,2,1.05581,1.29171,0.168174,9.85083,11.7083,5000,0.2976,15015.4,21.2549,13.7929,60.7717,0.600938,0.999915,0.029552
4,2,2,1.09695,1.2099,0.136971,9.80166,11.7902,5000,0.29952,15020.1,23.3089,21.6618,103.282,0.809095,0.999837,0.039107
5,2,2,1.14216,1.13378,0.124186,9.75275,11.8663,5000,0.299904,15024.3,24.833,28.9839,149.899,1.02444,0.999739,0.048518
6,2,2,1.19037,1.06256,0.11554,9.7041,11.9376,5000,0.299981,15027.9,26.1409,35.6036,199.565,1.24775,0.999623,0.057785
7,2,2,1.24115,0.995837,0.108113,9.65571,12.0044,5000,0.299996,15031,27.3763,41.5533,251.847,1.47958,0.999491,0.066911
8,2,2,1.29434,0.933324,0.101289,9.60758,12.067,5000,0.179999,15033.6,28.6058,46.9308,306.6,1.72042,0.999343,0.075898
9,2,2,1.34994,0.835647,0.094924,9.5597,12.1647,5000,0.146574,15035.5,29.861,51.8476,363.811,1.97068,0.999183,0.084747
10,2,2,1.408,0.728252,0.085837,9.51207,12.2722,5000,0.132651,15036.7,31.1572,56.4086,423.533,2.23082,0.999018,0.093459
11,2,2,1.46859,0.624852,0.075427,9.46467,12.3757,5000,0.123322,15037.3,32.5027,60.7054,485.848,2.50126,0.998856,0.102036
12,2,2,1.53183,0.529442,0.065074,9.4175,12.4713,5000,0.115367,15037.1,33.9025,64.8157,550.853,2.78247,0.998699,0.110481
13,2,2,1.5978,0.44305,0.05537,9.37056,12.5578,5000,0.108078,15036.2,35.36,68.8038,618.658,3.07493,0.998552,0.118793
14,2,2,1.66663,0.365905,0.046518,9.32385,12.6351,5000,0.101283,15034.6,36.8781,72.723,689.378,3.37911,0.998416,0.126976
15,2,2,1.73844,0.29795,0.038576,9.27735,12.7032,5000,0.094922,15032.1,38.4594,76.6175,763.134,3.69555,0.998292,0.13503
16,2,2,1.81334,0.238941,0.031551,9.23108,12.7624,5000,0.085836,15028.8,40.1063,80.5236,840.053,4.02476,0.998182,0.142957
17,2,2,1.89145,0.186644,0.025426,9.18502,12.8149,5000,0.075427,15024.6,41.8213,84.4721,920.265,4.3673,0.998086,0.150759
18,2,2,1.97293,0.140191,0.020017,9.13917,12.8615,5000,0.065074,15019.5,43.6069,88.4883,1003.91,4.72375,0.998004,0.158436
19,2,2,2.05789,0.09979,0.015219,9.09354,12.9021,5000,0.05537,15013.5,45.4656,92.5941,1091.12,5.09472,0.997938,0.165991
20,2,2,2.14648,0.066043,0.011027,9.04813,12.9361,5000,0.046518,15006.4,47.4,96.8081,1182.05,5.48082,0.997887,0.173425
21,2,2,2.23886,0.039525,0.007489,9.00292,12.9629,5000,0.038576,14998.3,49.4127,101.146,1276.85,5.88272,0.997851,0.180738
22,2,2,2.33516,0.020475,0.00466,8.95793,12.9822,5000,0.031551,14989.1,51.5065,105.624,1375.68,6.30107,0.997828,0.187934
23,2,2,2.43555,0.010524,0.00257,8.91315,12.9924,5000,0.025426,14978.7,53.6838,110.252,1478.69,6.7366,0.997815,0.195013
24,2,2,2.54018,0.005568,0.001356,8.86859,12.9977,5000,0.020017,14967.2,55.9476,115.044,1586.06,7.19003,0.997808,0.201976
25,2,2,2.64923,0.003111,0.000717,8.82426,13.0005,5000,0.015219,14954.4,58.3006,120.009,1697.95,7.66211,0.997804,0.208824
26,2,2,2.76286,0.001905,0.000392,8.78014,13.002,5000,0.011027,14940.4,60.7455,125.157,1814.56,8.15365,0.997801,0.21556
27,2,2,2.88126,0.001325,0.000231,8.73624,13.003,5000,0.007489,14925,63.2851,130.499,1936.05,8.66545,0.9978,0.222185
28,2,2,3.00461,0.001061,0.000152,8.69256,13.0036,5000,0.00466,14908.3,65.9224,136.041,2062.62,9.19838,0.997799,0.228699
29,2,2,3.1331,0.000955,0.000115,8.6491,13.0042,4999.99,0.00257,14890.1,68.6601,141.794,2194.46,9.75331,0.997798,0.235105
30,2,2,3.26692,0.000931,0.0001,8.60585,13.0047,4999.99,0.001356,14870.4,71.501,147.765,2331.78,10.3312,0.997797,0.241403
31,2,2,3.40627,0.00095,0.000094,8.56282,13.0051,4999.99,0.000717,14849.2,74.4481,153.963,2474.78,10.9329,0.997796,0.247595
32,2,2,3.55137,0.000992,0.000095,8.52001,13.0056,4999.99,0.000392,14826.3,77.504,160.394,2623.68,11.5595,0.997795,0.253682
33,2,2,3.70241,0.001049,0.000098,8.47741,13.0061,4999.99,0.000231,14801.8,80.6717,167.067,2778.69,12.212,0.997794,0.259665
34,2,2,3.85963,0.001115,0.000104,8.43503,13.0066,4999.99,0.000152,14775.6,83.9537,173.99,2940.03,12.8914,0.997792,0.265546
35,2,2,4.02324,0.00119,0.00011,8.39285,13.0072,4999.99,0.000115,14747.6,87.3528,181.169,3107.94,13.5988,0.997791,0.271325
36,2,2,4.19346,0.001271,0.000117,8.35089,13.0078,4999.99,0.0001,14717.8,90.8715,188.611,3282.64,14.3355,0.997789,0.277005
37,2,2,4.37054,0.001359,0.000125,8.30914,13.0084,4999.99,0.000094,14686,94.5122,196.325,3464.39,15.1025,0.997788,0.282586
38,2,2,4.5547,0.001454,0.000134,8.26759,13.0091,4999.99,0.000095,14652.3,98.2773,204.316,3653.41,15.9011,0.997785,0.288069
39,2,2,4.74619,0.001557,0.000143,8.22626,13.0098,4999.99,0.000098,14616.5,102.169,212.591,3849.97,16.7325,0.997783,0.293456
40,2,2,4.94525,0.001669,0.000153,8.18513,13.0106,4999.99,0.000104,14578.6,106.189,221.158,4054.3,17.5981,0.997781,0.298748
41,2,2,5.15213,0.001789,0.000164,8.14421,13.0114,4999.99,0.00011,14538.6,110.34,230.021,4266.68,18.4992,0.997778,0.303945
42,2,2,5.36709,0.001919,0.000176,8.10349,13.0123,4999.99,0.000117,14496.3,114.623,239.187,4487.36,19.4371,0.997774,0.30905
43,2,2,5.59038,0.00206,0.000189,8.06297,13.0133,4999.98,0.000125,14451.6,119.039,248.661,4716.61,20.4133,0.997771,0.314063
44,2,2,5.82226,0.002211,0.000203,8.02266,13.0143,4999.98,0.000134,14404.6,123.59,258.448,4954.69,21.4294,0.997766,0.318985
45,2,2,6.06298,0.002376,0.000217,7.98255,13.0154,4999.98,0.000143,14355.1,128.277,268.554,5201.87,22.4867,0.997762,0.323818
46,2,2,6.31282,0.002554,0.000234,7.94265,13.0166,4999.98,0.000153,14303.1,133.099,278.981,5458.42,23.5868,0.997756,0.328562
47,2,2,6.57202,0.002746,0.000251,7.90294,13.0179,4999.98,0.000164,14248.5,138.057,289.735,5724.62,24.7314,0.99775,0.333219
48,2,2,6.84086,0.002954,0.00027,7.86343,13.0192,4999.98,0.000176,14191.3,143.152,300.816,6000.74,25.9222,0.997743,0.33779
49,2,2,7.11959,0.003179,0.00029,7.82412,13.0207,4999.98,0.000189,14131.3,148.381,312.229,6287.04,27.1608,0.997736,0.342276
50,2,2,7.40848,0.003423,0.000312,7.78501,13.0223,4999.97,0.000203,14068.4,153.745,323.974,6583.8,28.4489,0.997727,0.346677
51,2,2,7.70778,0.003686,0.000336,7.7461,13.024,4999.97,0.000217,14002.7,159.241,336.051,6891.29,29.7883,0.997717,0.350995
52,2,2,8.01774,0.003971,0.000362,7.70738,13.0259,4999.97,0.000234,13934.1,164.867,348.461,7209.77,31.1809,0.997706,0.355231
53,2,2,8.33861,0.004279,0.00039,7.66885,13.0279,4999.97,0.000251,13862.5,170.621,361.203,7539.51,32.6286,0.997694,0.359387
54,2,2,8.67065,0.004613,0.00042,7.63052,13.03,4999.97,0.00027,13787.7,176.499,374.272,7880.75,34.1332,0.99768,0.363462
55,2,2,9.01407,0.004973,0.000453,7.59238,13.0323,4999.96,0.00029,13709.9,182.497,387.667,8233.75,35.6966,0.997664,0.367457
56,2,2,9.36912,0.005362,0.000488,7.55444,13.0348,4999.96,0.000312,13628.8,188.611,401.383,8598.74,37.321,0.997647,0.371375
57,2,2,9.73601,0.005782,0.000527,7.51669,13.0375,4999.96,0.000336,13544.5,194.836,415.412,8975.96,39.0082,0.997627,0.375216
58,2,2,10.115,0.006235,0.000568,7.47913,13.0404,4999.95,0.000362,13456.9,201.165,429.747,9365.63,40.7603,0.997604,0.37898
59,2,2,10.5061,0.006725,0.000612,7.44176,13.0435,4999.95,0.00039,13366,207.591,444.38,9767.96,42.5795,0.997579,0.38267
60,2,2,10.9097,0.007253,0.00066,7.40458,13.0468,4999.95,0.00042,13271.7,214.108,459.3,10183.1,44.4679,0.99755,0.386285
61,2,2,11.3259,0.007823,0.000712,7.36759,13.0505,4999.94,0.000453,13173.9,220.706,474.494,10611.4,46.4275,0.997518,0.389827
62,2,2,11.7549,0.008437,0.000768,7.33078,13.0544,4999.94,0.000488,13072.6,227.376,489.948,11052.8,48.4605,0.997481,0.393296
63,2,2,12.1967,0.009098,0.000829,7.29417,13.0586,4999.93,0.000527,12967.9,234.109,505.647,11507.5,50.5692,0.997441,0.396694
64,2,2,12.6515,0.00981,0.000894,7.25775,13.0631,4999.93,0.000568,12859.7,240.893,521.572,11975.7,52.7557,0.997395,0.400021
65,2,2,13.1194,0.010576,0.000964,7.22151,13.0681,4999.92,0.000612,12747.9,247.717,537.704,12457.5,55.0222,0.997343,0.403278
66,2,2,13.6004,0.0114,0.001039,7.18546,13.0733,4999.92,0.00066,12632.5,254.568,554.022,12953,57.371,0.997285,0.406467
67,2,2,14.0946,0.012285,0.00112,7.1496,13.079,4999.91,0.000712,12513.6,261.432,570.501,13462.1,59.8042,0.997219,0.409588
68,2,2,14.602,0.013236,0.001207,7.11392,13.0852,4999.9,0.000768,12391.2,268.296,587.117,13985,62.3241,0.997146,0.412642
69,2,2,15.1225,0.014256,0.0013,7.07844,13.0918,4999.89,0.000829,12265.2,275.144,603.842,14521.6,64.9329,0.997063,0.415629
70,2,2,15.6562,0.015351,0.001401,7.04314,13.0989,4999.89,0.000894,12135.7,281.961,620.646,15071.8,67.6327,0.996971,0.418551
71,2,2,16.203,0.016523,0.001508,7.00803,13.1066,4999.88,0.000964,12002.7,288.73,637.497,15635.8,70.4258,0.996867,0.421409
72,2,2,16.7627,0.01778,0.001624,6.9731,13.1149,4999.87,0.001039,11866.2,295.434,654.363,16213.2,73.3143,0.99675,0.424203
73,2,2,17.3352,0.019124,0.001747,6.93837,13.1238,4999.86,0.00112,11726.4,302.054,671.207,16804.1,76.3002,0.99662,0.426934
74,2,2,17.9203,0.020561,0.001879,6.90382,13.1333,4999.85,0.001207,11583.2,308.574,687.993,17408.2,79.3858,0.996474,0.429603
75,2,2,18.5178,0.022097,0.002021,6.86946,13.1436,4999.83,0.0013,11436.7,314.974,704.681,18025.4,82.5729,0.996311,0.432211
76,2,2,19.1274,0.023736,0.002172,6.8353,13.1546,4999.82,0.001401,11287,321.235,721.232,18655.3,85.8636,0.996128,0.434758
77,2,2,19.7489,0.025484,0.002333,6.80133,13.1665,4999.81,0.001508,11134.2,327.338,737.603,19297.8,89.2597,0.995925,0.437246
78,2,2,20.382,0.027346,0.002505,6.76755,13.1793,4999.79,0.001624,10978.4,333.263,753.752,19952.4,92.7632,0.995697,0.439675
79,2,2,21.0262,0.02933,0.002689,6.73396,13.1929,4999.78,0.001747,10819.6,338.991,769.633,20619,96.3758,0.995444,0.442046
80,2,2,21.6812,0.031439,0.002884,6.70058,13.2076,4999.76,0.001879,10658.1,344.503,785.202,21297,100.099,0.995161,0.444359
81,2,2,22.3464,0.033681,0.003092,6.66739,13.2233,4999.74,0.002021,10493.9,349.778,800.413,21986,103.935,0.994846,0.446616
82,2,2,23.0215,0.03606,0.003313,6.6344,13.2402,4999.72,0.002172,10327.1,354.799,815.22,22685.5,107.885,0.994496,0.448817
83,2,2,23.7059,0.038584,0.003547,6.60162,13.2582,4999.7,0.002333,10157.9,359.547,829.575,23395.1,111.949,0.994107,0.450964
84,2,2,24.3991,0.041258,0.003796,6.56904,13.2775,4999.68,0.002505,9986.5,364.004,843.434,24114.2,116.131,0.993675,0.453056
85,2,2,25.1004,0.044087,0.00406,6.53668,13.2981,4999.66,0.002689,9812.99,368.154,856.749,24842.2,120.43,0.993196,0.455094
86,2,2,25.8093,0.047079,0.004339,6.50452,13.3201,4999.63,0.002884,9637.56,371.979,869.476,25578.5,124.848,0.992665,0.45708
87,2,2,26.525,0.050239,0.004634,6.47259,13.3437,4999.61,0.003092,9460.39,375.466,881.571,26322.5,129.386,0.992077,0.459013
88,2,2,27.2469,0.053573,0.004946,6.44088,13.3688,4999.58,0.003313,9281.65,378.599,892.989,27073.4,134.044,0.991427,0.460896
89,2,2,27.9743,0.057087,0.005275,6.40939,13.3956,4999.55,0.003547,9101.54,381.366,903.691,27830.6,138.823,0.990709,0.462728
90,2,2,28.7064,0.060786,0.005622,6.37814,13.4241,4999.52,0.003796,8920.25,383.757,913.636,28593.3,143.724,0.989917,0.46451
91,2,2,29.4425,0.064675,0.005987,6.34712,13.4545,4999.48,0.00406,8737.97,385.76,922.787,29360.9,148.746,0.989043,0.466243
92,2,2,30.1818,0.068761,0.006371,6.31634,13.4869,4999.44,0.004339,8554.91,387.368,931.11,30132.4,153.891,0.988081,0.467928
93,2,2,30.9236,0.073047,0.006775,6.28582,13.5212,4999.41,0.004634,8371.27,388.574,938.572,30907.1,159.158,0.987023,0.469565
94,2,2,31.6669,0.077539,0.007199,6.25555,13.5578,4999.36,0.004946,8187.26,389.373,945.145,31684.3,164.547,0.98586,0.471155
95,2,2,32.411,0.082241,0.007643,6.22555,13.5965,4999.32,0.005275,8003.09,389.761,950.802,32463,170.057,0.984584,0.472699
96,2,2,33.155,0.087158,0.008108,6.19582,13.6377,4999.28,0.005622,7818.95,389.738,955.522,33242.5,175.689,0.983186,0.474197
97,2,2,33.8982,0.092292,0.008594,6.16638,13.6812,4999.23,0.005987,7635.06,389.303,959.287,34022,181.442,0.981655,0.475651
98,2,2,34.6397,0.097648,0.009102,6.13722,13.7274,4999.17,0.006371,7451.63,388.459,962.081,34800.6,187.314,0.97998,0.477061
99,2,2,35.3787,0.103228,0.009632,6.10836,13.7762,4999.12,0.006775,7268.85,387.208,963.894,35577.5,193.306,0.978151,0.478428
100,2,2,36.1143,0.109035,0.010185,6.07981,13.8278,4999.06,0.007199,7086.92,385.558,964.719,36352,199.415,0.976155,0.479752
101,2,2,36.8458,0.115072,0.01076,6.05159,13.8823,4999,0.007643,6906.03,383.514,964.554,37123.1,205.641,0.973981,0.481034
102,2,2,37.5725,0.121339,0.011358,6.0237,13.9399,4998.94,0.008108,6726.39,381.087,963.401,37890.1,211.982,0.971615,0.482275
103,2,2,38.2935,0.127838,0.011979,5.99615,14.0005,4998.87,0.008594,6548.16,378.286,961.264,38652.3,218.436,0.969043,0.483476
104,2,2,39.008,0.13457,0.012623,5.96896,14.0645,4998.8,0.009102,6371.53,375.122,958.154,39408.8,225.003,0.96625,0.484638
105,2,2,39.7154,0.141535,0.01329,5.94215,14.1318,4998.73,0.009632,6196.66,371.611,954.085,40159.1,231.679,0.963222,0.48576
106,2,2,40.4151,0.148733,0.013981,5.91572,14.2025,4998.65,0.010185,6023.73,367.764,949.073,40902.3,238.464,0.959943,0.486845
107,2,2,41.1062,0.156162,0.014695,5.88968,14.2769,4998.57,0.01076,5852.87,363.599,943.14,41637.8,245.355,0.956396,0.487892
108,2,2,41.7882,0.163822,0.015432,5.86407,14.355,4998.48,0.011358,5684.25,359.131,936.312,42365,252.349,0.952565,0.488903
109,2,2,42.4605,0.171712,0.016192,5.83888,14.4369,4998.39,0.011979,5517.99,354.379,928.615,43083.3,259.445,0.948431,0.489878
110,2,2,43.1225,0.179827,0.016975,5.81414,14.5227,4998.3,0.012623,5354.23,349.359,920.082,43792.1,266.64,0.943976,0.490818
111,2,2,43.7738,0.188167,0.017781,5.78987,14.6126,4998.2,0.01329,5193.08,344.091,910.745,44490.8,273.931,0.939181,0.491724
112,2,2,44.4137,0.196728,0.01861,5.76607,14.7067,4998.1,0.013981,5034.64,338.593,900.641,45179,281.316,0.934027,0.492597
113,2,2,45.0419,0.205505,0.01946,5.74277,14.8051,4997.99,0.014695,4879.03,332.885,889.809,45856.1,288.793,0.928492,0.493437
114,2,2,45.658,0.214495,0.020332,5.72,14.9078,4997.88,0.015432,4726.33,326.986,878.29,46521.9,296.357,0.922557,0.494245
115,2,2,46.2615,0.223694,0.021226,5.69775,15.0151,4997.76,0.016192,4576.61,320.917,866.125,47175.9,304.007,0.916201,0.495023
116,2,2,46.8523,0.233096,0.022141,5.67606,15.1269,4997.64,0.016975,4429.95,314.696,853.358,47817.7,311.739,0.9094,0.49577
117,2,2,47.4298,0.242696,0.023076,5.65495,15.2435,4997.51,0.017781,4286.41,308.342,840.035,48447.1,319.551,0.902134,0.496489
118,2,2,47.994,0.252488,0.024031,5.63443,15.3648,4997.38,0.01861,4146.04,301.876,826.199,49063.8,327.439,0.894378,0.497179
119,2,2,48.5446,0.262467,0.025005,5.61453,15.4911,4997.25,0.01946,4008.89,295.315,811.897,49667.5,335.401,0.886111,0.497841
120,2,2,49.0814,0.272626,0.025998,5.59526,15.6223,4997.1,0.020332,3874.97,288.678,797.175,50258.2,343.433,0.877308,0.498477
121,2,2,49.6043,0.282958,0.02701,5.57664,15.7586,4996.96,0.021226,3744.33,281.982,782.079,50835.5,351.532,0.867945,0.499088
122,2,2,50.1132,0.293458,0.028039,5.55871,15.9001,4996.81,0.022141,3616.97,275.244,766.654,51399.5,359.695,0.857998,0.499674
123,2,2,50.6079,0.304117,0.029084,5.54147,16.0468,4996.65,0.023076,3492.91,268.481,750.945,51950,367.919,0.847443,0.500236
124,2,2,51.0886,0.314929,0.030146,5.52495,16.1989,4996.49,0.024031,3372.15,261.708,734.997,52486.9,376.201,0.836253,0.500775
125,2,2,51.555,0.325886,0.031224,5.50917,16.3564,4996.32,0.025005,3254.67,254.94,718.851,53010.4,384.538,0.824406,0.501292
126,2,2,52.0074,0.336981,0.032316,5.49416,16.5193,4996.14,0.025998,3140.48,248.191,702.551,53520.2,392.926,0.811874,0.501788
127,2,2,52.4457,0.348207,0.033422,5.47993,16.6878,4995.96,0.02701,3029.54,241.475,686.137,54016.6,401.363,0.798633,0.502264
128,2,2,52.8701,0.359555,0.034541,5.46651,16.8619,4995.78,0.028039,2921.84,234.803,669.647,54499.6,409.845,0.784658,0.502722
129,2,2,53.2805,0.371019,0.035673,5.45391,17.0417,4995.59,0.029084,2817.35,228.187,653.119,54969.2,418.37,0.769921,0.503161
130,2,2,53.6772,0.38259,0.036816,5.44216,17.2272,4995.39,0.030146,2716.03,221.638,636.589,55425.6,426.934,0.754399,0.503583
131,2,2,54.0603,0.394261,0.03797,5.43128,17.4185,4995.19,0.031224,2617.85,215.166,620.09,55868.8,435.535,0.738065,0.50399
132,2,2,54.4299,0.406024,0.039135,5.4213,17.6156,4994.98,0.032316,2522.75,208.779,603.655,56299.2,444.169,0.720894,0.504381
133,2,2,54.7863,0.417872,0.040309,5.41223,17.8186,4994.76,0.033422,2430.7,202.486,587.314,56716.7,452.835,0.702859,0.504759
134,2,2,55.1296,0.429797,0.041492,5.40409,18.0276,4994.54,0.034541,2341.65,196.294,571.094,57121.7,461.528,0.683937,0.505123
135,2,2,55.4601,0.441793,0.042682,5.3969,18.2425,4994.32,0.035673,2255.53,190.21,555.022,57514.3,470.246,0.6641,0.505476
136,2,2,55.7779,0.453851,0.04388,5.3907,18.4634,4994.08,0.036816,2172.3,184.238,539.123,57894.7,478.987,0.643325,0.505818
137,2,2,56.0834,0.465964,0.045084,5.38548,18.6903,4993.84,0.03797,2091.9,178.386,523.417,58263.2,487.747,0.621586,0.506151
138,2,2,56.3767,0.479735,0.046294,5.38128,18.9217,4993.6,0.039135,2014.26,172.656,507.927,58619.9,496.525,0.598859,0.506475
139,2,2,56.6582,0.499879,0.047638,5.37819,19.1528,4993.35,0.040309,1939.34,167.053,492.67,58965.3,505.318,0.575039,0.506791
140,2,2,56.928,0.523469,0.049518,5.37656,19.3866,4993.09,0.041492,1867.06,161.58,477.662,59299.4,514.123,0.549779,0.507102
141,2,2,57.1863,0.549152,0.051781,5.37659,19.6245,4992.83,0.042682,1797.35,156.238,462.92,59622.5,522.938,0.522866,0.507407
142,2,2,57.4335,0.576281,0.054288,5.37843,19.867,4992.56,0.04388,1730.16,151.031,448.455,59935,531.761,0.494149,0.50771
143,2,2,57.6698,0.604535,0.05696,5.38218,20.1147,4992.28,0.045084,1665.42,145.959,434.279,60237.1,540.589,0.463505,0.508011
144,2,2,57.8955,0.633748,0.059755,5.38795,20.3675,4992,0.046294,1603.07,141.023,420.403,60529,549.42,0.430824,0.508313
145,2,2,58.1109,0.663833,0.062651,5.39583,20.6256,4991.71,0.047638,1543.03,136.224,406.834,60811,558.252,0.396005,0.508618
146,2,2,58.3161,0.695447,0.065637,5.40591,20.8883,4991.42,0.049518,1485.25,131.561,393.579,61083.5,567.082,0.358946,0.508927
147,2,2,58.5116,0.731151,0.068763,5.41832,21.1531,4991.12,0.051781,1429.66,127.036,380.644,61346.6,575.91,0.319509,0.509244
148,2,2,58.6975,0.77157,0.072245,5.43333,21.4193,4990.81,0.054288,1376.19,122.646,368.033,61600.7,584.733,0.277401,0.50957
149,2,2,58.8741,0.816377,0.076175,5.45128,21.6873,4990.5,0.05696,1324.78,118.391,355.749,61846,593.549,0.232285,0.509908
150,2,2,59.0417,0.865038,0.080545,5.47248,21.9575,4990.18,0.059755,1275.37,114.27,343.795,62082.7,602.356,0.183829,0.51026
151,2,2,59.2004,0.917082,0.085312,5.49723,22.2305,4989.85,0.062651,1227.89,110.281,332.171,62311.3,611.153,0.131723,0.51063
152,2,2,59.3506,0.972162,0.090429,5.52579,22.5064,4989.52,0.065637,1182.28,106.422,320.877,62531.8,619.937,0.075675,0.511021
153,2,2,59.4925,1.03004,0.095859,5.55843,22.7857,4989.18,0.068763,1138.49,102.692,309.913,62744.7,628.707,0.015407,0.511436
154,2,2,59.6262,1.09078,0.101575,5.59539,23.0681,4988.84,0.072245,1096.44,99.0875,299.276,62950.1,637.462,-0.049352,0.51188
155,2,2,59.7521,1.15529,0.107577,5.63695,23.3528,4988.49,0.076175,1056.09,95.6074,288.964,63148.3,646.2,-0.118885,0.512357
156,2,2,59.8704,1.2245,0.113938,5.68342,23.6387,4988.14,0.080545,1017.37,92.249,278.975,63339.5,654.92,-0.193539,0.51287
157,2,2,59.9813,1.29899,0.120748,5.7352,23.9254,4987.78,0.085312,980.227,89.0096,269.305,63524,663.619,-0.273734,0.513425
158,2,2,60.0849,1.37896,0.128069,5.79272,24.2124,4987.41,0.090429,944.611,85.8868,259.949,63702,672.297,-0.359938,0.514026
159,2,2,60.1815,1.46439,0.13593,5.85647,24.5,4987.04,0.095859,910.464,82.8777,250.902,63873.8,680.953,-0.452645,0.514678
160,2,2,60.2713,1.55517,0.144337,5.9269,24.788,4986.66,0.101575,877.733,79.9796,242.161,64039.5,689.584,-0.552363,0.515388
161,2,2,60.3544,1.65113,0.153281,6.00451,25.0766,4986.27,0.107577,846.369,77.1897,233.718,64199.5,698.191,-0.659605,0.516161
